quote_no;productid;quantity;listprice;product_no;productname
QUO8041;12239;1;678;PRO2968;700503164-IP OFFICE 11'500 TRUNK ANALOG 4UV2
QUO8041;12240;3;23261;PRO2969;275674-IPO R9 VM PRO 16 ADI LIC
QUO8041;12241;3;123;PRO2970;275618-IPO R9 AV IP ENDPT 1ADI LIC
QUO8041;12242;2;621;PRO2971;275619-IPO R9 AV IP ENDPT 5 ADI LIC
QUO8041;12243;2;2488;PRO2972;275620-IPO R9 AV IP ENDPT 20 ADI LIC
QUO8041;12244;53;328;PRO2973;700458532-IP PHONE 1608-IBLACK
QUO8041;12245;4;7;PRO2974;700213440-IP OFFICE/65800 ISDN CABLE RJ45/RJ45 3M 
QUO8041;12246;53;23;PRO2975;700383326-IP PHONE 96XX REPILACEMENT LINE CORD
QUO8041;12247;1;26;PRO2976;700289747-IP OFFICE/65800 POWER LEAD (EARTHED) UK
QUO8041;12248;1;102;PRO2977;700429202-IP OFFICE/65800 IP500 RACK MOUNTING KIT
QUO8041;12249;24;107;PRO2978;271631-IPO REM TECH SUPT BX5- HP DL120G7 1YPP
QUO8041;12250;12;107;PRO2979;271629-IPO REM TECH SUPT BX5- IP500 V2 1YPP
QUO8041;12201;61;1575;PRO2942;OfficeProPlus 2013 SNGL OLP NL
QUO8041;12203;7;1493;PRO2944;VisioPro 2013 SNGL OLP NL
QUO8041;12204;3;1746;PRO2945;Prjct 2013 SNGL OLP NL
QUO8041;12205;3;2910;PRO2946;PrjctPro 2013 SNGL OLP NL w1PrjctSVRCAL
QUO8041;12206;3;2735;PRO2947;WinSVrStd 2012R2 SNGL OLP NL 2Proc
QUO8041;12207;61;104;PRO2948;WinSVrCAL 2012 SNGL OLP NL UsrCAL
QUO8041;12209;61;76;PRO2950;Kaspersky Endpoint Security for Business-Select
QUO8041;12210;61;1706;PRO2951;Acrobat Professional - AOO License
QUO8041;12211;7;13262;PRO2952;Autodesk AutoCAD 2015 Commercial New SLM ELD ACE
QUO8042;12288;5;5000;PRO2981;Intilaq Training Program
QUO8043;12284;1;595;PRO2980;HP 8GB Dual Rank x4 PC3L-12800R
QUO8044;12295;1;11800;PRO2982;HP DL360p G8 Server
QUO8044;11105;1;1700;PRO2841;27U Rack
QUO8044;7256;1;1950;PRO2270;24 port POE Switch
QUO8044;8488;1;2650;PRO2426;MS W2008 R2 STD Ed ROK E F I G S SW - 5CAL - media
QUO8045;112;1;35000;PRO11;Website Design and Development
QUO8045;11940;1;25000;PRO2882;Logo and Corporate Identity with Guideline
QUO8046;12317;2;1980;PRO2985;DrayTek Vigor2860n [VDSL/ADSL Router Firewall]
QUO8046;12318;1;175;PRO2986;Dynamic DNS Service [1 Year Subscription]
QUO8046;12319;1;2800;PRO2987;Professional Service Charges
QUO8047;12319;1;1500;PRO2987;Professional Service Charges
QUO8048;12448;12;5023;PRO2988;Double Take Availability Virtual Edition
QUO8049;12448;8;5023;PRO2988;Double Take Availability Virtual Edition
QUO8050;12448;4;5023;PRO2988;Double Take Availability Virtual Edition
QUO8051;12455;1;20155;PRO2991;Candy Kiosk
QUO8052;12457;1;14210;PRO2993;Floor Mounted Kiosk
QUO8053;12456;1;17110;PRO2992;Double Kiosk
QUO8054;12454;10;360;PRO2990;RMS Recuitment Management System
QUO8055;12458;1;14210;PRO2994;Handicapped Kiosks
QUO8056;11105;1;1320;PRO2841;27U Rack
QUO8056;7256;1;1590;PRO2270;24 port POE Switch
QUO8056;12485;3;1590;PRO2995;Lenovo G500 Laptop
QUO8056;12491;1;3201;PRO3001;HP Server DL 320e
QUO8056;12487;1;960;PRO2997;HP Printer LaserJet All in one
QUO8056;12488;1;10404;PRO2998;Avaya IPO 500 Full System
QUO8056;12489;1;288;PRO2999;Cisco Wireless Router E2500
QUO8056;12490;1;414;PRO3000;Server peripherals
QUO8057;12500;2;7100;PRO3002;Microsoft Surface Pro 3 - 512GB / Intel i7
QUO8058;12501;2;5700;PRO3003;Microsoft Surface Pro 3 - 256GB / Intel i7
QUO8059;12500;1;7100;PRO3002;Microsoft Surface Pro 3 - 512GB / Intel i7
QUO8059;12501;1;5700;PRO3003;Microsoft Surface Pro 3 - 256GB / Intel i7
QUO8060;12517;2;6206;PRO3004;Sony Projector CW275
QUO8061;12517;2;6206;PRO3004;Sony Projector CW275
QUO8062;12517;2;6206;PRO3004;Sony Projector CW275
QUO8063;12531;1;10408;PRO3005;Cisco 2911 Integrated Services Route
QUO8064;11844;17;6000;PRO2876;Retail Entrepreneurship Program
QUO8065;12550;1;2950;PRO3018;IPAD Air 2 Gold
QUO8065;12551;3;2200;PRO3019;IPAD Air 2 Silver
